name,name:he,highway,lanes
חברון,חברון,trunk,1
חברון,חברון,trunk,2
חברון,חברון,trunk,1
חברון,חברון,trunk,1
חברון,חברון,trunk,1
בית לחם,דרך בית לחם,tertiary,2
חברון,חברון,trunk,2
דוד רמז,דוד רמז,tertiary,1
חברון,חברון,trunk,2
חברון,חברון,trunk,2
דוד רמז,דוד רמז,tertiary,1
אונטרמן,אונטרמן,tertiary,2
דוד בן-גוריון,דוד בן-גוריון,primary,2
כביש ירושלים תל אביב,כביש ירושלים תל אביב,trunk,5
כיכר צ'יאונה סוגיהארה,כיכר צ'יאונה סוגיהארה,secondary,2
חיים ברלב,חיים ברלב,trunk,3
שלום עליכם,שלום עליכם,tertiary,1
דוד המלך,דוד המלך,tertiary,
דוד המלך,דוד המלך,tertiary,2
דוד המלך,דוד המלך,tertiary,2
יצחק אלחנן,יצחק אלחנן,tertiary,1
ז'בוטינסקי,ז'בוטינסקי,tertiary,2
ז'בוטינסקי,ז'בוטינסקי,tertiary,2
יצחק אלחנן,יצחק אלחנן,tertiary,
ז'בוטינסקי,ז'בוטינסקי,tertiary,1
ז'בוטינסקי,ז'בוטינסקי,tertiary,2
אגרון,אגרון,tertiary,2
אגרון,אגרון,tertiary,2
דוד בן-גוריון,דוד בן-גוריון,primary,3
דוד בן-גוריון,דוד בן-גוריון,primary,3
נורדאו,נורדאו,tertiary,2
דרך אריאל שרון,דרך אריאל שרון,trunk,2
ירמיהו,ירמיהו,tertiary,2
ירמיהו,ירמיהו,tertiary,2
שמגר,שמגר,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
דוד בן-גוריון,דוד בן-גוריון,primary,2
קרית משה,קרית משה,tertiary,2
קרית משה,קרית משה,tertiary,1
קרית משה,קרית משה,tertiary,2
קרית משה,קרית משה,tertiary,2
קרית משה,קרית משה,tertiary,2
ירמיהו,ירמיהו,tertiary,3
שדרות ויצמן,שדרות ויצמן,primary,4
הרב צבי יהודה,הרב צבי יהודה,tertiary,1
פרבשטיין,פרבשטיין,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,1
ימין אבות,ימין אבות,tertiary,1
פרבשטיין,פרבשטיין,tertiary,2
פרבשטיין,פרבשטיין,tertiary,2
צביה ויצחק,צביה ויצחק,tertiary,1
המרגלית,המרגלית,tertiary,1
המרגלית,המרגלית,tertiary,1
המרגלית,המרגלית,tertiary,1
המרגלית,המרגלית,tertiary,1
המרגלית,המרגלית,tertiary,1
המרגלית,המרגלית,tertiary,1
שדרות וולפסון,שדרות וולפסון,tertiary,2
שדרות וולפסון,שדרות וולפסון,tertiary,2
שדרות וולפסון,שדרות וולפסון,tertiary,1
נווה יעקב,נווה יעקב,tertiary,1
שדרות משה דיין,שדרות משה דיין,tertiary,1
שדרות משה דיין,שדרות משה דיין,tertiary,1
שדרות משה דיין,שדרות משה דיין,tertiary,1
חיים קוליץ,חיים קוליץ,secondary,2
חיים קוליץ,חיים קוליץ,secondary,2
אריה דולצ'ין,אריה דולצ'ין,tertiary,2
אריה דולצ'ין,אריה דולצ'ין,tertiary,2
גולומב,גולומב,secondary,5
"שח""ל","שח""ל",tertiary,2
גולומב,גולומב,secondary,4
"שח""ל","שח""ל",tertiary,1
גולומב,גולומב,secondary,3
קרית היובל,קרית היובל,secondary,2
פרבשטיין,פרבשטיין,primary,3
הרצל,הרצל,primary,2
הרצל,הרצל,primary,2
שמואל בייט,שמואל בייט,tertiary,2
שמואל הנביא,שמואל הנביא,tertiary,2
ארץ חפץ,ארץ חפץ,tertiary,
ארץ חפץ,ארץ חפץ,tertiary,
שמעון הצדיק,שמעון הצדיק,tertiary,
שמעון הצדיק,שמעון הצדיק,tertiary,1
פיתוחי חותם,פיתוחי חותם,tertiary,2
ארץ חפץ,ארץ חפץ,tertiary,
שמעון הצדיק,שמעון הצדיק,tertiary,1
שמעון הצדיק,שמעון הצדיק,tertiary,
ארץ חפץ,ארץ חפץ,tertiary,
פיתוחי חותם,פיתוחי חותם,tertiary,
שמואל הנביא,שמואל הנביא,tertiary,2
שמואל הנביא,שמואל הנביא,tertiary,
מעבר המיתלה,מעבר המיתלה,tertiary,
מעבר המיתלה,מעבר המיתלה,tertiary,
פארן,פארן,tertiary,
מעבר המיתלה,מעבר המיתלה,tertiary,
מעבר המיתלה,מעבר המיתלה,tertiary,
פארן,פארן,tertiary,
מעבר המיתלה,מעבר המיתלה,tertiary,
מעבר המיתלה,מעבר המיתלה,tertiary,
פארן,פארן,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
"האדמו""רים ליינער","האדמו""רים ליינער",tertiary,
"האדמו""רים ליינער","האדמו""רים ליינער",tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
ים סוף,ים סוף,tertiary,
דב יוסף,דב יוסף,secondary,2
התעשיה,התעשיה,tertiary,1
התנופה,התנופה,tertiary,1
בצלאל,בצלאל,tertiary,2
בן צבי,בן צבי,secondary,2
שרי ישראל,שרי ישראל,tertiary,2
שרי ישראל,שרי ישראל,tertiary,2
לוי אשכול,לוי אשכול,secondary,1
קלרמון-גנו,קלרמון-גנו,tertiary,1
קלרמון-גנו,קלרמון-גנו,tertiary,1
קלרמון-גנו,קלרמון-גנו,tertiary,1
שכם,שכם,tertiary,3
חיל האוויר,חיל האוויר,tertiary,
חיל האוויר,חיל האוויר,tertiary,
דרך בית חורון,דרך בית חורון,tertiary,2
דרך בית חורון,דרך בית חורון,tertiary,2
דרך אריאל שרון,דרך אריאל שרון,trunk,3
שמואל בייט,שמואל בייט,tertiary,2
צביה ויצחק,צביה ויצחק,tertiary,2
המרגלית,המרגלית,tertiary,1
יפה רום,יפה רום,tertiary,2
צביה ויצחק,צביה ויצחק,tertiary,2
צביה ויצחק,צביה ויצחק,tertiary,2
הסנונית,הסנונית,tertiary,
צביה ויצחק,צביה ויצחק,tertiary,2
צביה ויצחק,צביה ויצחק,tertiary,1
צביה ויצחק,צביה ויצחק,tertiary,2
צביה ויצחק,צביה ויצחק,tertiary,1
הגננת,הגננת,tertiary,2
צביה ויצחק,צביה ויצחק,tertiary,1
צביה ויצחק,צביה ויצחק,tertiary,2
הגננת,הגננת,tertiary,3
פנמה,פנמה,secondary,2
קלמן יעקב מן,קלמן יעקב מן,primary,2
פנמה,פנמה,tertiary,1
הרב יצחק חי טייב,הרב יצחק חי טייב,tertiary,1
הרב יצחק חי טייב,הרב יצחק חי טייב,tertiary,1
הרב חזקיהו רבין,הרב חזקיהו רבין,tertiary,1
הרב חזקיהו רבין,הרב חזקיהו רבין,tertiary,1
הרב יצחק חי טייב,הרב יצחק חי טייב,tertiary,
קוסטה ריקה,קוסטה ריקה,tertiary,2
קוסטה ריקה,קוסטה ריקה,tertiary,1
אריה דולצ'ין,אריה דולצ'ין,tertiary,2
קוסטה ריקה,קוסטה ריקה,tertiary,1
האביבית,האביבית,tertiary,1
אריה דולצ'ין,אריה דולצ'ין,tertiary,1
הסייפן,הסייפן,tertiary,1
אריה דולצ'ין,אריה דולצ'ין,tertiary,3
הרפובליקה הדומיניקנית,הרפובליקה הדומיניקנית,tertiary,1
דהומיי,דהומיי,tertiary,
הרפובליקה הדומיניקנית,הרפובליקה הדומיניקנית,tertiary,2
החלמית,החלמית,tertiary,1
הנורית,הנורית,tertiary,1
הרפובליקה הדומיניקנית,הרפובליקה הדומיניקנית,tertiary,1
החלמית,החלמית,tertiary,1
החלמית,החלמית,tertiary,1
הנורית,הנורית,tertiary,1
יוסף וייץ,יוסף וייץ,secondary,2
יוסף וייץ,יוסף וייץ,tertiary,1
בית הדפוס,בית הדפוס,tertiary,2
בית הדפוס,בית הדפוס,tertiary,2
בית הדפוס,בית הדפוס,tertiary,2
יוסף וייץ,יוסף וייץ,tertiary,1
יוסף וייץ,יוסף וייץ,tertiary,2
יוסף וייץ,יוסף וייץ,secondary,2
קרית מדע,קרית מדע,tertiary,1
קרית מדע,קרית מדע,tertiary,1
דני אנג'ל,דני אנג'ל,tertiary,1
דני אנג'ל,דני אנג'ל,tertiary,1
קרית מדע,קרית מדע,tertiary,1
קרית מדע,קרית מדע,tertiary,1
קרית מדע,קרית מדע,tertiary,1
המרפא,המרפא,tertiary,2
המרפא,המרפא,tertiary,2
המרפא,המרפא,tertiary,2
המרפא,המרפא,tertiary,2
קרית מדע,קרית מדע,tertiary,
זאב לב,זאב לב,tertiary,1
זאב לב,זאב לב,tertiary,1
קרית מדע,קרית מדע,tertiary,2
קרית מדע,קרית מדע,tertiary,2
המרפא,המרפא,tertiary,2
שדרות שמואל מאיר,שדרות שמואל מאיר,tertiary,2
נווה יעקב,שדרות נווה יעקב,tertiary,1
פייר קניג,פייר קניג,tertiary,2
האומן,האומן,tertiary,2
האומן,האומן,tertiary,2
האומן,האומן,tertiary,2
האומן,האומן,tertiary,1
פרבשטיין,פרבשטיין,secondary,2
פרבשטיין,פרבשטיין,primary,2
שמואל בייט,שמואל בייט,tertiary,2
דרך אריאל שרון,דרך אריאל שרון,trunk,2
פרבשטיין,פרבשטיין,secondary,2
דרך אריאל שרון,דרך אריאל שרון,trunk,4
פרבשטיין,פרבשטיין,secondary,2
יוסף וייץ,יוסף וייץ,tertiary,1
יוסף וייץ,יוסף וייץ,tertiary,2
פרבשטיין,פרבשטיין,secondary,3
יוסף וייץ,יוסף וייץ,tertiary,2
יוסף וייץ,יוסף וייץ,tertiary,1
דרך אריאל שרון,דרך אריאל שרון,trunk,2
דרך אריאל שרון,דרך אריאל שרון,trunk,2
דרך אריאל שרון,דרך אריאל שרון,trunk,2
דרך אריאל שרון,דרך אריאל שרון,trunk,2
שמואל בייט,שמואל בייט,tertiary,2
שמואל בייט,שמואל בייט,tertiary,2
פרבשטיין,פרבשטיין,tertiary,2
פרבשטיין,פרבשטיין,secondary,5
יפה נוף,יפה נוף,primary,3
יפה נוף,יפה נוף,primary,4
יפה נוף,יפה נוף,primary,2
ימין אבות,ימין אבות,tertiary,2
מנחם בגין,מנחם בגין,motorway,3
שלמה הלוי,שלמה הלוי,tertiary,2
גולדה מאיר,גולדה מאיר,secondary,2
מנחם בגין,מנחם בגין,motorway,3
פרבשטיין,פרבשטיין,primary,4
החלוץ,החלוץ,tertiary,1
הרצל,הרצל,tertiary,3
מרדכי איש שלום,מרדכי איש שלום,primary,2
רופין,רופין,tertiary,2
שמואל וייז,שמואל וייז,tertiary,1
שמואל וייז,שמואל וייז,tertiary,1
שמואל וייז,שמואל וייז,tertiary,3
שמואל וייז,שמואל וייז,tertiary,2
שמואל וייז,שמואל וייז,tertiary,3
רופין,רופין,tertiary,3
חיים הזז,חיים הזז,secondary,2
חיים הזז,חיים הזז,secondary,4
חיים הזז,חיים הזז,secondary,3
בן צבי,בן צבי,secondary,4
בן צבי,בן צבי,secondary,3
בן צבי,בן צבי,secondary,3
בן צבי,בן צבי,secondary,4
"אגודת ספורט בית""ר","אגודת ספורט בית""ר",secondary,3
מנחם בגין,מנחם בגין,motorway,4
דב יוסף,דב יוסף,secondary,2
דוד בנבנישתי,דוד בנבנישתי,secondary,3
דוד בנבנישתי,דוד בנבנישתי,secondary,2
הרצל,הרצל,primary,4
הרצל,הרצל,primary,3
פיתוחי חותם,פיתוחי חותם,tertiary,2
שמעון הצדיק,שמעון הצדיק,tertiary,1
הרב אברהם שפירא,הרב אברהם שפירא,tertiary,1
הרצל,הרצל,primary,3
הרב צבי יהודה,הרב צבי יהודה,tertiary,2
הרצל,הרצל,primary,3
הפיסגה,הפיסגה,tertiary,2
עין כרם,עין כרם,primary,2
הרצל,הרצל,primary,2
הפיסגה,הפיסגה,tertiary,2
עין כרם,עין כרם,primary,2
הפיסגה,הפיסגה,tertiary,1
הרצל,הרצל,primary,2
הרב אברהם שפירא,הרב אברהם שפירא,tertiary,1
שדרות נווה יעקב,נווה יעקב,tertiary,1
שדרות נווה יעקב,נווה יעקב,tertiary,1
דני אנג'ל,דני אנג'ל,tertiary,1
הטורים,הטורים,tertiary,
"רש""י","רש""י",tertiary,
יוסף קארו,יוסף קארו,tertiary,
יואל,יואל,tertiary,
כיכר צ'יאונה סוגיהארה,כיכר צ'יאונה סוגיהארה,secondary,2
הנרייטה סאלד,הנרייטה סאלד,secondary,2
קלמן יעקב מן,קלמן יעקב מן,primary,2
הנרייטה סאלד,הנרייטה סאלד,secondary,2
פנמה,פנמה,secondary,2
פנמה,פנמה,secondary,2
דרך בית חורון,דרך בית חורון,tertiary,2
כביש 21 (ירושלים),כביש 21 (ירושלים),secondary,
דרך בית חורון,דרך בית חורון,tertiary,2
דרך בית חורון,דרך בית חורון,tertiary,2
דרך בית חורון,דרך בית חורון,tertiary,2
דרך בית חורון,דרך בית חורון,tertiary,2
דרך בית חורון,דרך בית חורון,tertiary,2
כביש 21 (ירושלים),כביש 21 (ירושלים),secondary,
כביש 21 (ירושלים),כביש 21 (ירושלים),secondary,
כביש 21 (ירושלים),כביש 21 (ירושלים),secondary,
מפעלות,מפעלות,tertiary,
עטרות,עטרות,tertiary,2
הרב הרצוג,הרב הרצוג,secondary,3
"האדמו""רים ליינער","האדמו""רים ליינער",tertiary,
"האדמו""רים ליינער","האדמו""רים ליינער",tertiary,2
הרב אברהם שפירא,הרב אברהם שפירא,tertiary,2
הרצל,הרצל,primary,3
פנמה,פנמה,secondary,3
יריחו,יריחו,secondary,1
יריחו,יריחו,secondary,
יצחק מודעי,יצחק מודעי,secondary,5
דני אנג'ל,דני אנג'ל,tertiary,1
יריחו,יריחו,secondary,2
החלוץ,החלוץ,tertiary,
החלוץ,החלוץ,tertiary,
הנשיא,הנשיא,tertiary,
מרטין בובר,מרטין בובר,tertiary,
בנימין מזר,בנימין מזר,tertiary,
בנימין מזר,בנימין מזר,tertiary,
שדרות שיירת הר הצופים,שדרות שיירת הר הצופים,tertiary,
חיים ברלב,חיים ברלב,trunk,2
חיים ברלב,חיים ברלב,trunk,3
חברון,חברון,trunk,2
חברון,חברון,trunk,3
אשר וינר,אשר וינר,secondary,3
משה ברעם,משה ברעם,secondary,4
משה ברעם,משה ברעם,secondary,3
חיים קוליץ,חיים קוליץ,secondary,2
דוד בנבנישתי,דוד בנבנישתי,secondary,3
הארי טרומן,הארי טרומן,tertiary,2
הארי טרומן,הארי טרומן,tertiary,
סולם יעקב,סולם יעקב,tertiary,
יצחק מירסקי,יצחק מירסקי,tertiary,
الصويح,אל סוויח,tertiary,
בטן אל הווא,בטן אל הווא,tertiary,
בית חנינא,בית חנינא,tertiary,
דרך מוסה פלד,דרך מוסה פלד,trunk,
שדרות נווה יעקב,שדרות נווה יעקב,tertiary,
שדרות נווה יעקב,שדרות נווה יעקב,tertiary,
טאהה חוסיין,טאהה חוסיין,tertiary,
טאהה חוסיין,טאהה חוסיין,tertiary,
דרך ביר נבאלה,דרך ביר נבאלה,tertiary,
ג'סר א נטף,ג'סר א נטף,tertiary,
דרך בית חורון,דרך בית חורון,tertiary,2
ראמאללה,ראמאללה,trunk,
בית חנינא,בית חנינא,tertiary,
בית חנינא,בית חנינא,tertiary,
א-זהור,א-זהור,secondary,2
א-זהור,א-זהור,secondary,2
האלוף עוזי נרקיס,האלוף עוזי נרקיס,trunk,3
א-זהור,א-זהור,secondary,3
א-זהור,א-זהור,secondary,2
בית חנינא,בית חנינא,tertiary,
א-זהור,א-זהור,secondary,2
שדרות גולדה מאיר,שדרות גולדה מאיר,primary,3
